Tipo;Nome;Lat;Lon
Burger King;Burger King Mm Posto 2 Vilamoura;37.08213452891009;-8.117204822168198
Burger King;Burger King Moncao;42.074854272997044;-8.49447224414427
Burger King;Burger King Montemor;38.64606366271362;-8.200521046743571
Burger King;Burger King Montes Burgos;41.18627430463837;-8.631855790136076
Burger King;Burger King Montijo;38.70034145870701;-8.958993036531135
Burger King;Burger King No do Fojo;41.12631697830137;-8.634305478628649
Burger King;Burger King Norteshopping;41.18060090439381;-8.655079955299257
Burger King;Burger King Odivelas Parque;38.781686233731236;-9.192478196044751
Burger King;Burger King Oeiras;38.70086179309518;-9.305345993125341
Burger King;Burger King Oliveira de Azemeis;40.8340320650374;-8.480843023445194
Burger King;Burger King Paços de Ferreira;41.28481729006706;-8.358786880462837
Burger King;Burger King Palmela;38.57730428517127;-8.895446179895737
