Nome;Lat;Lon;DISTRITO;GRUPONATUREZA;ENSINOS
Escola Secundária João Gonçalves Zarco, Matosinhos;41.178425;-8.676734;Porto;Público;DE
"Externato ""S. João Bosco""";41.181355;-8.689888;Porto;Privado;BCD
Escola Básica Maria Manuela Sá, São Mamede de Infesta, Matosinhos;41.195244;-8.607483;Porto;Público;CD
Escola Secundária Abel Salazar, São Mamede de Infesta, Matosinhos;41.19635;-8.607188;Porto;Público;DE
Escola Básica da Senhora da Hora, Matosinhos;41.185974;-8.645052;Porto;Público;CD
Escola Secundária de Senhora da Hora, Matosinhos;41.188614;-8.656841;Porto;Público;DE
Escola Básica de Matosinhos;41.18453;-8.678544;Porto;Público;ABCD
Escola Básica de Leça do Balio, Matosinhos;41.217988572222;-8.6326444944444;Porto;Público;CD
Escola Básica e Secundária de Padrão da Légua, Matosinhos;41.191013;-8.634649;Porto;Público;CDE
Escola Básica de Perafita, Matosinhos;41.225834;-8.690311;Porto;Público;CD
Escola Básica Dr. José Domingues dos Santos, Cabanelas, Matosinhos;41.25096;-8.701967;Porto;Público;CD
Escola Básica Eng. Fernando Pinto de Oliveira, Leça da Palmeira, Matosinhos;41.19725;-8.700514;Porto;Público;ABCD
Escola Básica de Custóias, Matosinhos;41.198853;-8.642348;Porto;Público;CD
Escola Básica Irmãos Passos, Guifões, Matosinhos;41.196796;-8.66016;Porto;Público;ABCD
Escola Básica Professor Óscar Lopes, Matosinhos;41.183475;-8.671129;Porto;Público;CD
Colégio Nova Encosta;41.278901;-8.359502;Porto;Privado;ABCDE
Escola Profissional Vértice;41.279797;-8.378947;Porto;Privado;DO
Escola Secundária de Paços de Ferreira;41.278915;-8.376886;Porto;Público;DE
Escola Básica e Secundária Dr. Manuel Pinto de Vasconcelos, Freamunde, Paços de Ferreira;41.293346;-8.339436;Porto;Público;CDE
Escola Secundária D. António Taipa, Freamunde, Paços de Ferreira;41.289879;-8.345962;Porto;Público;DE
Escola Básica de Eiriz, Paços de Ferreira;41.308487;-8.366357;Porto;Público;CD
Escola Básica de Frazão, Paços de Ferreira;41.25927;-8.419404;Porto;Público;CD
Escola Básica de Paços de Ferreira;41.279204;-8.386088;Porto;Público;CD
Academia de Música de Paredes;41.207726;-8.330706;Porto;Privado;M
CDVS-Conservatório de Dança, CRL.;41.201131383107;-8.3476942777634;Porto;Privado;M
"Colégio ""Casa Mãe""";41.186287;-8.371239;Porto;Privado;ABCDE
Escola Secundária de Paredes;41.20201;-8.334765;Porto;Público;DE
Escola Básica de Baltar, Paredes;41.189503;-8.379536;Porto;Público;ABCD
Escola Secundária Daniel Faria, Baltar, Paredes;41.19231;-8.384246;Porto;Público;DE
Escola Básica de Cristelo, Paredes;41.222168;-8.366138;Porto;Público;CD
Escola Básica e Secundária de Lordelo, Paredes;41.236473;-8.415594;Porto;Público;CDE
Escola Básica e Secundária de Paredes;41.20068;-8.335693;Porto;Público;CDE
Escola Básica e Secundária de Sobreira, Paredes;41.15146;-8.396953;Porto;Público;CDE
Escola Básica e Secundária de Rebordosa, Paredes;41.22345;-8.412945;Porto;Público;CDE
Escola Básica e Secundária de Vilela, Paredes;41.237007;-8.396746;Porto;Público;CDE
Escola Profissional e Tecnológica PROFENSINO;41.173580;-8.322858;Porto;Privado;DO
Escola Secundária de Penafiel;41.208687;-8.273311;Porto;Público;DE
Escola Básica D. António Ferreira Gomes, Milhundos, Penafiel;41.207233;-8.272059;Porto;Público;CD
Escola Básica de Paço de Sousa, Penafiel;41.17028;-8.333629;Porto;Público;CD
Escola Básica de Penafiel Sudeste;41.117424;-8.275068;Porto;Público;CD
Escola Básica e Secundária de Pinheiro, Penafiel;41.12186;-8.297391;Porto;Público;CDE
Escola Básica de Penafiel Sul;41.19166;-8.296901;Porto;Público;CD
Escola Secundária Joaquim de Araújo, Guilhufe, Penafiel;41.191014;-8.302598;Porto;Público;DE
Academia Contemporânea do Espectáculo;41.148908;-8.608175;Porto;Privado;O
Academia de Música de Costa Cabral;41.167686;-8.593161;Porto;Privado;CDEM
Ballet Teatro Contemporâneo do Porto - Escola Profissional;41.14136;-8.614079;Porto;Privado;MO
Centro Educativo de Stº António;41.157948;-8.616221;Porto;Público;BCD
CLIP - Colégio Luso-Internacional do Porto;41.173381;-8.670987;Porto;Privado;ABCDE
"Colégio ""Júlio Dinis""";41.16729;-8.5935135;Porto;Privado;ABCDE
"Colégio ""Luso Francês""";41.176624;-8.613824;Porto;Privado;ABCDE
"Colégio ""Nossa Senhora do Rosário""";41.163746;-8.657329;Porto;Privado;ABCDE
Colégio Alemão do Porto;41.154312;-8.637494;Porto;Privado;ABCDE
Colégio CEBES;41.157293;-8.66638;Porto;Privado;CDE
Colégio D. Dinis, Porto;41.1501;-8.594441;Porto;Privado;E
Colégio D. Duarte;41.162785;-8.6051445;Porto;Privado;CDE
Colégio de Nossa Senhora da Esperança;41.14548;-8.602431;Porto;Privado;ABCDE
Colégio de Nossa Senhora da Paz;41.160145;-8.6041155;Porto;Privado;ABCDE
Colégio de Nossa Senhora de Lurdes;41.15202;-8.629525;Porto;Privado;ABCD
Colégio INED - Polo II;41.167102;-8.68225;Porto;Privado;DE
Curso de Música Silva Monteiro;41.157177;-8.637021;Porto;Privado;M
EMP - Escola de Moda do Porto;41.149438;-8.603029;Porto;Privado;O
Escola Artística do Conservatório de Música do Porto;41.155336;-8.623542;Porto;Público;BCDEM
Escola Artística e Profissional Árvore;41.144306;-8.618062;Porto;Privado;O
Escola Artística Soares dos Reis, Porto;41.158493;-8.595544;Porto;Público;EM
Escola de Hotelaria e Turismo do Porto;41.152332;-8.608019;Porto;Público;O
Escola de Música e Artes do Amial;41.175482;-8.613690;Porto;Privado;M
Escola de Música Guilhermina Suggia;41.14843;-8.624249;Porto;Privado;M
Escola Profissional Bento de Jesus Caraça (Deleg.);41.151566;-8.608459;Porto;Privado;O
Escola Profissional de Comércio do Porto;41.150295;-8.620921;Porto;Privado;DO
Escola Profissional de Comércio Externo;41.15337;-8.6109;Porto;Privado;DO
Escola Profissional de Comércio, Escritórios e Serviços do Porto Raúl Dória;41.15467;-8.613584;Porto;Privado;DO
Escola Profissional de Economia Social;41.155704;-8.602372;Porto;Privado;DO
Escola Profissional de Tecnologia e Electrónica - ESTEL;41.1756;-8.654665;Porto;Privado;DO
Escola Profissional de Tecnologia Psicossocial do Porto;41.1657248;-8.6155175;Porto;Privado;O
Escola Profissional do Centro Juvenil de Campanhã;41.15016;-8.583097;Porto;Privado;DO
Escola Profissional Infante D. Henrique;41.158276947222;-8.6178157083333;Porto;Público;DO
Escola Profissional Nossa Senhora do Perpétuo Socorro;41.162849;-8.602528;Porto;Privado;O
Escola Profissional Profitecla (Sede);41.1549;-8.616767;Porto;Privado;DO
Escola Secundária Filipa de Vilhena, Porto;41.1664;-8.608452;Porto;Público;DE
"Externato ""Nossa Senhora do Perpétuo Socorro""";41.162702;-8.60264;Porto;Privado;BCD
"Externato ""Ribadouro""";41.158016;-8.604454;Porto;Privado;ABCDE
Externato Académico;41.14977;-8.6166115;Porto;Privado;E
Externato das Escravas do Sagrado Coração de Jesus;41.160595;-8.596031;Porto;Privado;ABCD
"Externato de ""Santa Clara""";41.147255;-8.6022;Porto;Privado;DE
"Grande Colégio ""Universal""";41.15569;-8.615277;Porto;Privado;ABCDE
Instituto Multimédia - IM;41.14352;-8.6172695;Porto;Privado;O
IPTA - Instituto Profissional de Tecnologias Avançadas;41.149452;-8.603119;Porto;Privado;O
Lycée Français Marius Latour de Porto;41.15736;-8.659819;Porto;Privado;ABCDE
Oporto British School - Instituto Cultural Britânico do Porto;41.15261;-8.67415;Porto;Privado;ABCDE
Pallco, Performing Arts School & Conservatory;41.169741;-8.632915;Porto;Privado;M
Salesianos do Porto - Colégio;41.141193;-8.59529;Porto;Privado;ABCDE
Escola Básica e Secundária Dr. Augusto César Pires de Lima, Porto;41.148933;-8.593343;Porto;Público;CDE
Escola Básica Ramalho Ortigão, Porto;41.151756;-8.589873;Porto;Público;CD
Escola Secundária Alexandre Herculano, Porto;41.148685;-8.59455;Porto;Público;DE
Escola Básica da Areosa, Porto;41.176067;-8.590353;Porto;Público;CD
Escola Básica Nicolau Nasoni, Porto;41.171566;-8.580534;Porto;Público;CD
Escola Secundária António Nobre, Porto;41.167793;-8.600941;Porto;Público;DE
Escola Básica Augusto Gil, Porto;41.152767;-8.603903;Porto;Público;CD
Escola Secundária Aurélia de Sousa, Porto;41.159966;-8.599682;Porto;Público;DE
Escola Básica e Secundária Carolina Michaelis, Porto;41.15925;-8.622063;Porto;Público;CDE
Escola Básica Irene Lisboa, Porto;41.16097;-8.612883;Porto;Público;CD
Escola Básica e Secundária Clara de Resende, Porto;41.162945;-8.643828;Porto;Público;CDE
Escola Básica e Secundária do Cerco do Porto, Porto;41.162983;-8.569637;Porto;Público;CDE
Escola Básica do Viso, Porto;41.178383;-8.638264;Porto;Público;CD
Escola Básica Eugénio de Andrade, Porto;41.170166;-8.601427;Porto;Público;CD
Escola Básica e Secundária Fontes Pereira de Melo, Porto;41.16444;-8.643337;Porto;Público;CDE
Escola Básica e Secundária Maria Lamas, Porto;41.170067;-8.633188;Porto;Público;CDE
Escola Básica Francisco Torrinha, Porto;41.156754;-8.671396;Porto;Público;CD
Escola Secundária Garcia de Orta, Porto;41.16256;-8.668767;Porto;Público;DE
Escola Básica Gomes Teixeira, Porto;41.15273;-8.626802;Porto;Público;CD
Escola Secundária Infante D. Henrique, Porto;41.153004;-8.624826;Porto;Público;DE
Escola Básica e Secundária Leonardo Coimbra - Filho, Porto;41.157436;-8.653622;Porto;Público;CDE
Escola Básica Manoel de Oliveira, Porto;41.16841;-8.666142;Porto;Público;CD
Escola Básica Pêro Vaz de Caminha, Porto;41.17761;-8.614943;Porto;Público;CD
Escola Básica e Secundária de Miragaia, Porto;41.14403;-8.618911;Porto;Público;CDE
Escola Básica e Secundária Rodrigues de Freitas, Porto;41.155514;-8.623117;Porto;Público;CDE
Colégio de Amorim;41.401516;-8.740139;Porto;Privado;CDE
Escola Municipal de Música de Póvoa de Varzim;41.388035;-8.757643;Porto;Privado;M
Escola Secundária Eça de Queirós, Póvoa de Varzim;41.384605;-8.761341;Porto;Público;DE
Escola Secundária Rocha Peixoto, Póvoa de Varzim;41.38739;-8.7633;Porto;Público;DE
Escola Básica e Secudária Campo Aberto, Beiriz, Póvoa de Varzim;41.399136;-8.72593;Porto;Público;CDE
Escola Básica Cego do Maio, Póvoa de Varzim;41.377853;-8.743045;Porto;Público;CD
Escola Básica de Aver-o-Mar, Póvoa de Varzim;41.41116;-8.774851;Porto;Público;CD
Escola Básica de Rates, Póvoa de Varzim;41.420063;-8.661818;Porto;Público;BCD
Escola Básica Dr. Flávio Gonçalves, Povoa de Varzim;41.387447;-8.760622;Porto;Público;CD
Centro de Cultura Musical de Caldas da Saúde;41.368412;-8.480056;Porto;Privado;M
"Colégio ""Santa Teresa de Jesus""";41.33974;-8.477792;Porto;Privado;ABCD
Colégio de Lourdes;41.325043;-8.474665;Porto;Privado;ABCDE
Escola Básica da Ponte, Vila das Aves, Santo Tirso;41.349368;-8.404895;Porto;Público;ABCD
Escola Profissional Agrícola Conde de São Bento, Santo Tirso;41.34419;-8.471371;Porto;Público;DO
Escola Profissional Artística do Vale do Ave (Deleg.);41.369064;-8.48041;Porto;Privado;DO
Escola Profissional de Serviços CIDENAI;41.341846;-8.475748;Porto;Privado;DO
Instituto Nun´ Álvres;41.36845;-8.480581;Porto;Privado;BCDE
Oficina - Escola Profissional do Instituto Nun´ Álvres;41.370148;-8.479279;Porto;Privado;O
Escola Básica Ave, Vila das Aves, Santo Tirso;41.368774;-8.411903;Porto;Público;CD
Escola Básica de S. Tomé de Negrelos, Santo Tirso;41.349368;-8.404895;Porto;Público;ABCD
Escola Secundária D. Afonso Henriques, Aves, Santo Tirso;41.36215;-8.402475;Porto;Público;DE
Escola Básica da Agrela e Vale do Leça, Santo Tirso;41.264374;-8.483084;Porto;Público;CD
Escola Básica e Secundária D. Dinis, Santo Tirso;41.34201;-8.483405;Porto;Público;CDE
Escola Básica de São Martinho, São Martinho do Campo, Santo Tirso;41.35928;-8.368756;Porto;Público;ABCD
Escola Básica de Santo Tirso;41.345776;-8.476134;Porto;Público;CD
Escola Secundária Tomaz Pelayo, Santo Tirso;41.347008;-8.478643;Porto;Público;DE
Colégio da Trofa;41.334557;-8.554863;Porto;Privado;ABCDE
Escola Básica Prof. Napoleão Sousa Marques, São Martinho de Bougado, Trofa;41.340065;-8.551092;Porto;Público;CD
Escola Secundária da Trofa;41.3343;-8.56482;Porto;Público;DE
Escola Básica do Castro, Alvarelhos, Trofa;41.30314;-8.604774;Porto;Público;CD
Escola Básica e Secundária de Coronado e Castro, São Romão do Coronado, Trofa;41.276455;-8.55833;Porto;Público;CDE
Colégio de Ermesinde;41.206516;-8.541956;Porto;Privado;ABCDE
Escola Profissional de Valongo - PROFIVAL;41.221497;-8.471988;Porto;Privado;DO
"Externato ""Maria Droste""";41.209362;-8.554407;Porto;Privado;ABCD
"Externato ""Santa Joana""";41.221165;-8.555061;Porto;Privado;ABCD
Escola Básica de Alfena, Valongo;41.23699;-8.53075;Porto;Público;CD
Escola Secundária de Alfena, Valongo;41.23274;-8.517425;Porto;Público;DE
Escola Básica e Secundária de Campo, Valongo;41.18087;-8.474486;Porto;Público;CDE
Escola Básica D. António Ferreira Gomes, Ermesinde, Valongo;41.22984;-8.553159;Porto;Público;CD
Escola Básica e Secundária de Ermesinde, Valongo;41.215824;-8.548727;Porto;Público;CDE
Escola Básica de São Lourenço, Ermesinde, Valongo;41.214474;-8.546857;Porto;Público;CD
Escola Básica de Vallis Longus, Valongo;41.192112;-8.496604;Porto;Público;CD
Escola Básica de São João do Sobrado, Sobrado, Valongo;41.215363;-8.46551;Porto;Público;CD
Escola Secundária de Valongo;41.190456;-8.494915;Porto;Público;DE
Conservatório de Música de Vila do Conde;41.352905;-8.748432;Porto;Privado;M
Escola Profissional de Vila do Conde;41.354637;-8.734163;Porto;Privado;DO
Escola Secundária José Régio, Vila do Conde;41.359676;-8.748518;Porto;Público;DE
Escola Básica Júlio Saúl Dias, Vila do Conde;41.359936;-8.731791;Porto;Público;CD
Escola Secundária D. Afonso Sanches, Vila do Conde;41.35867;-8.73145;Porto;Público;E
Escola Básica D. Pedro IV, Mindelo, Vila do Conde;41.308735;-8.719148;Porto;Público;CD
Escola Básica Maria Pais Ribeiro - A Ribeirinha, Macieira, Vila do Conde;41.33599;-8.677898;Porto;Público;CD
Escola Básica Dr. Carlos Pinto Ferreira, Junqueira, Vila do Conde;41.379612;-8.681599;Porto;Público;CD
Escola Básica Frei João de Vila do Conde, Vila do Conde;41.360912;-8.749618;Porto;Público;CD
Academia de Música de Vilar do Paraíso;41.09251;-8.618844;Porto;Privado;CDEM
Colégio Adventista de Oliveira do Douro;41.12065;-8.580317;Porto;Privado;ABCD
Colégio Cedros;41.139645;-8.638424;Porto;Privado;ABCDE
Colégio de Gaia;41.125843;-8.609226;Porto;Privado;ABCDE
Colégio de Nossa Senhora da Bonança;41.1279;-8.610669;Porto;Privado;ABCDE
Colégio Heliântia;41.084915;-8.651921;Porto;Privado;BCE
Colégio Horizonte;41.149354;-8.617844;Porto;Privado;ABCDE
Colégio Internato Claret;41.066177;-8.573972;Porto;Privado;CDE
Colégio Internato dos Carvalhos;41.06643;-8.574169;Porto;Privado;E
Conservatório Regional de Gaia;41.125027;-8.613968;Porto;Privado;M
Escola de Dança Ginasiano;41.12611;-8.607084;Porto;Privado;M
Escola de Música de Perozinho;41.064083;-8.592253;Porto;Privado;M
Escola Profissional de Artes, Tecnologias e Desporto (EPAD);41.118885;-8.599597;Porto;Privado;O
Escola Profissional de Gaia;41.122166;-8.615282;Porto;Privado;DO
Escola Profissional do Infante;41.123184;-8.600278;Porto;Privado;DO
Escola Secundária Almeida Garrett, Vila Nova de Gaia;41.123413;-8.601795;Porto;Público;DE
Escola Secundária Arquitecto Oliveira Ferreira, Praia da Granja, Vila Nova de Gaia;41.043655;-8.633303;Porto;Público;DE
Escola Secundária Dr. Joaquim Gomes Ferreira Alves, Valadares, Vila Nova de Gaia;41.097015;-8.621988;Porto;Público;DE
Escola Secundária Inês de Castro, Canidelo, Vila Nova de Gaia;41.12582;-8.63987;Porto;Público;DE
Forum Cultural de Gulpilhares;41.077354;-8.628004;Porto;Privado;M
Instituto das Artes e da Imagem;41.151253;-8.615416;Porto;Privado;DEM
Escola Básica de Santa Marinha, Vila Nova de Gaia;41.1309;-8.613177;Porto;Público;CD
Escola Secundária António Sérgio, Vila Nova de Gaia;41.122124;-8.613943;Porto;Público;DE
Escola Básica D. Pedro I, Canidelo, Vila Nova de Gaia;41.126545;-8.638158;Porto;Público;CD
Escola Básica da Madalena, Vila Nova de Gaia;41.11316;-8.642929;Porto;Público;CD
Escola Básica e Secundária de Canelas, Vila Nova de Gaia;41.078373;-8.603212;Porto;Público;BCDE
Escola Básica Padre António Luis Moreira, Carvalhos, Vila Nova de Gaia;41.06856;-8.571262;Porto;Público;CD
Escola Secundária de Carvalhos, Vila Nova de Gaia;41.068066;-8.578687;Porto;Público;DE
Escola Básica de Valadares, Vila Nova de Gaia;41.095375;-8.621548;Porto;Público;CD
Escola Básica de Vila d’Este, Vilar de Andorinho, Vila Nova de Gaia;41.095745;-8.588379;Porto;Público;CD
Escola Básica do Olival, Vila Nova de Gaia;41.05145;-8.517876;Porto;Público;CD
Escola Secundária Diogo de Macedo, Olival, Vila Nova de Gaia;41.052727;-8.516478;Porto;Público;DE
Escola Básica Dr. Costa Matos, Vila Nova de Gaia;41.123264;-8.619824;Porto;Público;CD
Escola Básica Escultor António Fernandes Sá, Gervide, Vila Nova de Gaia;41.128483;-8.591758;Porto;Público;CD
Escola Básica Adriano Correia de Oliveira, Avintes, Vila Nova de Gaia;41.103115;-8.552615;Porto;Público;CD
Escola Básica Anes de Cernache, Vilar de Andorinho, Vila Nova de Gaia;41.112072;-8.571961;Porto;Público;CD
Escola Secundária Gaia Nascente, Vila Nova de Gaia;41.115284;-8.57606;Porto;Público;DE
Escola Básica Júlio Dinis, Grijó, Vila Nova de Gaia;41.027744;-8.575876;Porto;Público;CD
Escola Básica Soares dos Reis, Vila Nova de Gaia;41.11003;-8.598734;Porto;Público;CD
Escola Básica Sophia de Mello Breyner, Corvo, Vila Nova de Gaia;41.04406;-8.629409;Porto;Público;CD
Escola Profissional de Desenvolvimento Rural de Abrantes, Mouriscas, Abrantes;39.508163;-8.084328;Santarém;Público;DO
Escola Básica e Secundária D. Miguel de Almeida, Abrantes;39.459034;-8.191484;Santarém;Público;CDE
Escola Básica e Secundária Dr. Solano de Abreu, Abrantes;39.46262;-8.207058;Santarém;Público;CDE
Escola Básica e Secundária Dr. Manuel Fernandes, Abrantes;39.4557;-8.206586;Santarém;Público;CDE
Escola Básica e Secundária Octávio Duarte Ferreira, Tramagal, Abrantes;39.451412;-8.25066;Santarém;Público;CDE
Conservatório de Música Jaime Chavinha;39.515392;-8.689119;Santarém;Privado;M
Escola Básica de Minde, Alcanena;39.517025;-8.68624;Santarém;Público;BCD
Escola Básica Dr. Anastácio Gonçalves, Alcanena;39.466522;-8.664896;Santarém;Público;CD
Escola Secundária de Alcanena;39.461315;-8.662848;Santarém;Público;DE
Escola Básica Febo Moniz, Almeirim;39.208225;-8.622648;Santarém;Público;CD
Escola Secundária Marquesa de Alorna, Almeirim;39.20601;-8.617935;Santarém;Público;DE
Escola Básica de Fazendas de Almeirim, Almeirim;39.17935;-8.579179;Santarém;Público;CD
Escola Básica e Secundária José Relvas, Alpiarça;39.251003;-8.581339;Santarém;Público;CDE
Escola Básica Duarte Lopes, Benavente;38.974995;-8.80484;Santarém;Público;CD
Escola Secundária de Benavente;38.977177;-8.80767;Santarém;Público;DE
Escola Básica de Porto Alto, Benavente;38.917015;-8.885629;Santarém;Público;CD
Escola Básica e Secundária Professor João Fernandes Pratas, Samora Correia, Benavente;38.935295;-8.870746;Santarém;Público;CDE
Escola Básica D. Sancho I, Pontével, Cartaxo;39.157368;-8.841733;Santarém;Público;ABCD
Escola Básica Marcelino Mesquita, Cartaxo;39.163879;-8.797813;Santarém;Público;CD
Escola Secundária do Cartaxo;39.16795;-8.795711;Santarém;Público;DE
Escola Básica e Secundária da Chamusca;39.35966;-8.476605;Santarém;Público;CDE
Escola Básica e Secundária Luís de Camões, Constância;39.481297;-8.3374405;Santarém;Público;CDE
Escola Profissional de Coruche;38.960133;-8.520781;Santarém;Privado;O
Escola Básica do Couço, Coruche;38.98177;-8.287983;Santarém;Público;ABCD
Escola Básica Dr. Armando Lizardo, Coruche;38.959583;-8.5302925;Santarém;Público;CD
Escola Secundária de Coruche;38.959663;-8.5335865;Santarém;Público;DE
Escola Profissional Gustave Eiffel;39.45689;-8.474917;Santarém;Privado;O
"Externato ""Mouzinho de Albuquerque""";39.456856;-8.474915;Santarém;Privado;E
Instituto de Formação Profissional;39.449314;-8.481623;Santarém;Privado;O
Escola Básica Dr. Ruy de Andrade, Entroncamento;39.45661;-8.470015;Santarém;Público;CD
Escola Secundária do Entroncamento;39.469036;-8.477163;Santarém;Público;DE
Escola Básica e Secundária Pedro Ferreiro, Ferreira do Zêzere;39.690952;-8.287215;Santarém;Público;CDE
Escola Básica e Secundária Mestre Martins Correia, Golegã;39.40708;-8.4836645;Santarém;Público;CDE
Escola Básica e Secundária de Mação;39.56179;-7.999505;Santarém;Público;CDE
Centro de Estudos de Fátima;39.638332;-8.663831;Santarém;Privado;CDE
Colégio de São Miguel de Fátima;39.64059;-8.678516;Santarém;Privado;CDE
Colégio do Sagrado Coração de Maria;39.632862;-8.678865;Santarém;Privado;ABCDE
Conservatório de Música de Ourém;39.656216;-8.570584;Santarém;Privado;M
Escola Profissional de Hotelaria de Fátima;39.635386;-8.668575;Santarém;Privado;O
Escola Profissional de Ourém;39.655502;-8.572794;Santarém;Privado;O
OUREARTE- Escola de Música e Artes de Ourém;39.656714;-8.577174;Santarém;Privado;M
Escola Básica 4.º Conde de Ourém, Ourém;39.655575;-8.570021;Santarém;Público;CD
Escola Básica de Freixianda, Ourém;39.763496;-8.462757;Santarém;Público;ABCD
Escola Básica e Secundária de Ourém;39.6594;-8.578201;Santarém;Público;CDE
Escola Básica Cónego Dr. Manuel Lopes Perdigão, Caxarias, Ourém;39.720314;-8.543976;Santarém;Público;CD
EPRM - Escola Profissional de Rio Maior, Ldª;39.34463;-8.933656;Santarém;Privado;O
Escola Secundária Dr. Augusto César da Silva Ferreira, Rio Maior;39.34377;-8.933438;Santarém;Público;DE
Escola Básica Fernando Casimiro Pereira da Silva, Rio Maior;39.341106;-8.933175;Santarém;Público;BCD
Escola Básica de Marinhas do Sal, Rio Maior;39.34307;-8.93713;Santarém;Público;BCD
Escola Profissional de Salvaterra de Magos;39.02645;-8.791149;Santarém;Privado;O
Escola Básica de Marinhais, Salvaterra de Magos;39.053528;-8.715481;Santarém;Público;CD
Escola Básica e Secundária de Salvaterra de Magos;39.024494;-8.794607;Santarém;Público;CDE
Colégio Infante Santo;39.339565;-8.751774;Santarém;Privado;CD
Escola de Hotelaria e Turismo de Santarém;39.229214;-8.691054;Santarém;Público;O
Escola de Música de Santarém;39.23429748;-8.68309379;Santarém;Privado;M
Escola Profissional Vale do Tejo;39.23453;-8.680241;Santarém;Privado;O
Escola Técnica Profissional do Ribatejo;39.33924;-8.751602;Santarém;Privado;O
Escola Básica Alexandre Herculano, Santarém;39.245407;-8.698736;Santarém;Público;CD
Escola Básica D. Manuel I, Pernes, Santarém;39.378307;-8.660183;Santarém;Público;CD
Escola Básica de Alcanede, Santarém;39.41999;-8.821879;Santarém;Público;CD
Escola Básica Mem Ramires, Santarém;39.22371;-8.689173;Santarém;Público;CD
Escola Secundária Dr. Ginestal Machado, Santarém;39.22635;-8.686631;Santarém;Público;DE
Escola Básica D. João II, Santarém;39.25141;-8.683371;Santarém;Público;CD
Escola Secundária Sá da Bandeira, Santarém;39.240215;-8.679203;Santarém;Público;DE
Escola Básica e Secundária Dr.ª Judite Andrade, Sardoal;39.542206;-8.157707;Santarém;Público;CDE
Centro de Formação Artística - Sociedade Filarmónica Gualdim Pais;39.603798;-8.405616;Santarém;Privado;M
Conservatório de Artes Canto Firme de Tomar;39.60694;-8.401705;Santarém;Privado;M
Escola Profissional de Tomar;39.60183;-8.415225;Santarém;Privado;O
Escola Básica D. Nuno Álvares Pereira, Tomar;39.605312;-8.404632;Santarém;Público;CD
Escola Secundária de Santa Maria do Olival, Tomar;39.6029;-8.403971;Santarém;Público;DE
Escola Básica de Santa Iria, Tomar;39.59757;-8.403438;Santarém;Público;CD
Escola Básica Gualdim Pais, Tomar;39.60569;-8.401384;Santarém;Público;CD
Escola Secundária Jacôme Ratton, Tomar;39.601017;-8.405069;Santarém;Público;DE
Associação Torrejana de Ensino Profissional de Torres Novas;39.46822;-8.531891;Santarém;Privado;O
Colégio Diocesano Andrade Corvo;39.472004;-8.546349;Santarém;Privado;BCD
Conservatório de Música do Choral Phydellius;39.480904;-8.539204;Santarém;Privado;M
Escola Básica Dr. António Chora Barroso, Torres Novas;39.43834;-8.5129385;Santarém;Público;CD
Escola Básica e Secundária Artur Gonçalves, Torres Novas;39.472507;-8.540718;Santarém;Público;CDE
Escola Básica Manuel Figueiredo, Torres Novas;39.486843;-8.542007;Santarém;Público;CD
Escola Secundária Maria Lamas, Torres Novas;39.48429658;-8.53958756;Santarém;Público;DE
Escola Básica e Secundária D. Maria II, Vila Nova da Barquinha;39.461274;-8.443782;Santarém;Público;CDE
Escola Secundária de Alcácer do Sal;38.37248;-8.51752;Setúbal;Público;DE
Escola Básica Bernardim Ribeiro, Alcácer do Sal;38.293697;-8.223785;Setúbal;Público;CD
Escola Básica El Rei D. Manuel I, Alcochete;38.750534;-8.963782;Setúbal;Público;CD
Escola Secundária de Alcochete;38.747078;-8.963258;Setúbal;Público;DE
Colégio Campo de Flores;38.647198;-9.2016945;Setúbal;Privado;ABCDE
Colégio do Vale;38.601135;-9.18198;Setúbal;Privado;ABCD
Companhia de Dança de Almada;38.680407;-9.160453;Setúbal;Privado;BCDE
Conservatório de Artes Performativas de Almada;38.683007;-9.159711;Setúbal;Privado;M
Conservatório de Música de Almada;38.671950;-9.232069;Setúbal;Privado;M
Escola Profissional de Almada;38.67706;-9.152259;Setúbal;Privado;O
Escola Profissional de Educação para o Desenvolvimento;38.663696;-9.202367;Setúbal;Privado;O
Escola Profissional Jean Piaget, Almada;38.666087;-9.178468;Setúbal;Privado;O
Escola Secundária de Cacilhas-Tejo, Almada;38.682453;-9.150879;Setúbal;Público;E
Escola Secundária Fernão Mendes Pinto, Pragal, Almada;38.673138;-9.1691675;Setúbal;Público;DE
Escola Soeiro Pereira Gomes (Coop. Ens. do Laranjeiro);38.653908;-9.149007;Setúbal;Privado;DE
"Externato ""Frei Luís de Sousa""";38.67991;-9.154772;Setúbal;Privado;ABCDE
"Externato ""Gil Eanes""";38.672123;-9.156648;Setúbal;Privado;E
FCMP - Escola Profissional;38.666501;-9.188189;Setúbal;Privado;O
Escola Básica e Secundária Anselmo de Andrade, Almada;38.675045;-9.164192;Setúbal;Público;CDE
Escola Básica Comandante Conceição e Silva, Cova da Piedade, Almada;38.6688;-9.156346;Setúbal;Público;CD
Escola Secundária António Gedeão, Cova da Piedade, Almada;38.662212;-9.159555;Setúbal;Público;DE
Escola Básica Carlos Gargaté, Charneca de Caparica, Almada;38.60507;-9.1843405;Setúbal;Público;CD
Escola Básica da Costa da Caparica, Almada;38.64775;-9.233479;Setúbal;Público;CD
Escola Básica e Secundária de Monte da Caparica, Almada;38.661156;-9.197291;Setúbal;Público;CDE
